Subject ID,Emotion,Color
4549062.0,CURIOUS,"['rgb(221, 143, 255)']"
4549062.0,SLEEPY,"['rgb(243, 222, 255)']"
4549062.0,SERENE,"['rgb(250, 186, 255)']"
4549062.0,ALARMED,"['rgb(255, 0, 17)']"
4549062.0,GUILTY,"['rgb(255, 207, 186)']"
4549062.0,GENEROUS,"['rgb(147, 84, 255)']"
4549062.0,ASTONISHED,"['rgb(255, 171, 87)']"
4549062.0,SAD,"['rgb(204, 153, 196)']"
4549062.0,CALM,"['rgb(210, 255, 179)']"
4549062.0,INTERESTED,"['rgb(207, 140, 255)']"
4549062.0,SHY,"['rgb(191, 237, 255)']"
4549062.0,HAPPY,"['rgb(243, 130, 255)']"
4549062.0,EMPATHETIC,"['rgb(217, 224, 255)']"
4549086.0,EXCITED,"['rgb(255, 0, 132)']"
4549086.0,UNCERTAIN,"['rgb(128, 28, 84)']"
4549086.0,SATISFIED,"['rgb(235, 214, 99)']"
4549086.0,PITY,"['rgb(223, 255, 61)']"
4549086.0,ANGRY,"['rgb(133, 3, 16)']"
4549086.0,DEPRESSED,"['rgb(0, 0, 0)']"
4549086.0,DISGUSTED,"['rgb(204, 6, 39)']"
4549086.0,FRUSTRATED,"['rgb(145, 0, 5)']"
4549086.0,JEALOUS,"['rgb(217, 43, 0)']"
4549086.0,BORED,"['rgb(219, 255, 243)']"
4549086.0,AFRAID,"['rgb(94, 56, 40)']"
4549086.0,SURPRISED,"['rgb(255, 230, 234)']"
4549086.0,STRESSED,"['rgb(0, 85, 255)']"
4549086.0,TIRED,"['rgb(86, 99, 0)']"
4549086.0,CURIOUS,"['rgb(0, 255, 64)']"
4549086.0,SLEEPY,"['rgb(82, 82, 82)']"
4549086.0,SERENE,"['rgb(255, 255, 227)']"
4549086.0,ALARMED,"['rgb(255, 0, 60)']"
4549086.0,GUILTY,"['rgb(38, 38, 38)']"
4549086.0,GENEROUS,"['rgb(174, 232, 207)']"
4549086.0,ASTONISHED,"['rgb(179, 0, 255)']"
4549086.0,SAD,"['rgb(117, 94, 36)']"
4549086.0,CALM,"['rgb(242, 242, 242)']"
4549086.0,INTERESTED,"['rgb(203, 135, 255)']"
4549086.0,SHY,"['rgb(64, 64, 64)']"
4549086.0,HAPPY,"['rgb(21, 255, 0)']"
4549086.0,EMPATHETIC,"['rgb(130, 77, 150)']"
4549073.0,EXCITED,"['rgb(13, 255, 0)']"
4549073.0,UNCERTAIN,"['rgb(255, 162, 3)']"
4549073.0,SATISFIED,"['rgb(176, 255, 38)']"
4549073.0,PITY,"['rgb(48, 104, 255)']"
4549073.0,ANGRY,"['rgb(255, 0, 0)']"
4549073.0,DEPRESSED,"['rgb(0, 23, 82)']"
4549073.0,DISGUSTED,"['rgb(43, 255, 5)']"
4549073.0,FRUSTRATED,"['rgb(255, 0, 17)']"
4549073.0,JEALOUS,"['rgb(128, 0, 255)']"
4549073.0,BORED,"['rgb(255, 172, 18)']"
4549073.0,AFRAID,"['rgb(0, 0, 0)']"
4549073.0,SURPRISED,"['rgb(33, 255, 103)']"
4549073.0,STRESSED,"['rgb(255, 0, 60)']"
4549073.0,TIRED,"['rgb(255, 42, 0)']"
4549073.0,CURIOUS,"['rgb(255, 0, 247)']"
4549073.0,SLEEPY,"['rgb(119, 0, 255)']"
4549073.0,SERENE,"['rgb(186, 0, 189)']"
4549073.0,ALARMED,"['rgb(255, 38, 31)']"
4549073.0,GUILTY,"['rgb(255, 72, 0)']"
4549073.0,GENEROUS,"['rgb(0, 255, 0)']"
4549073.0,ASTONISHED,"['rgb(0, 255, 60)']"
4549073.0,SAD,"['rgb(0, 26, 255)']"
4549073.0,CALM,"['rgb(0, 183, 255)']"
4549073.0,INTERESTED,"['rgb(28, 255, 28)']"
4549073.0,SHY,"['rgb(167, 171, 184)']"
4549073.0,HAPPY,"['rgb(0, 255, 0)']"
4549073.0,EMPATHETIC,"['rgb(17, 0, 255)']"
4558374.0,EXCITED,"['rgb(179, 255, 0)']"
4558374.0,UNCERTAIN,"['rgb(199, 54, 90)']"
4558374.0,SATISFIED,"['rgb(114, 195, 224)']"
4558374.0,PITY,"['rgb(99, 95, 120)']"
4558374.0,ANGRY,"['rgb(255, 38, 0)']"
4558374.0,DEPRESSED,"['rgb(45, 46, 45)']"
4558374.0,DISGUSTED,"['rgb(42, 66, 36)']"
4558374.0,FRUSTRATED,"['rgb(80, 53, 120)']"
4558374.0,JEALOUS,"['rgb(32, 12, 64)']"
4558374.0,BORED,"['rgb(8, 82, 52)']"
4558374.0,AFRAID,"['rgb(130, 0, 17)']"
4558374.0,SURPRISED,"['rgb(255, 182, 23)']"
4558374.0,STRESSED,"['rgb(20, 0, 107)']"
4558374.0,TIRED,"['rgb(56, 116, 130)']"
4558374.0,CURIOUS,"['rgb(215, 255, 115)']"
4558374.0,SLEEPY,"['rgb(107, 255, 142)']"
4558374.0,SERENE,"['rgb(173, 255, 210)']"
4558374.0,ALARMED,"['rgb(255, 111, 0)']"
4558374.0,GUILTY,"['rgb(16, 17, 38)']"
4558374.0,GENEROUS,"['rgb(255, 92, 236)']"
4558374.0,ASTONISHED,"['rgb(255, 223, 82)']"
4558374.0,SAD,"['rgb(13, 102, 255)']"
4558374.0,CALM,"['rgb(166, 255, 194)']"
4558374.0,INTERESTED,"['rgb(182, 255, 64)']"
4558374.0,SHY,"['rgb(184, 222, 153)']"
4558374.0,HAPPY,"['rgb(136, 255, 0)']"
4558374.0,EMPATHETIC,"['rgb(231, 74, 255)']"
4559654.0,EXCITED,"['rgb(255, 46, 241)']"
4559654.0,UNCERTAIN,"['rgb(199, 224, 255)']"
4559654.0,SATISFIED,"['rgb(222, 129, 222)']"
4559654.0,PITY,"['rgb(166, 212, 255)']"
4559654.0,ANGRY,"['rgb(176, 21, 0)']"
4559654.0,DEPRESSED,"['rgb(0, 106, 176)']"
4559654.0,DISGUSTED,"['rgb(149, 219, 35)']"
4559654.0,FRUSTRATED,"['rgb(201, 93, 26)']"
4559654.0,JEALOUS,"['rgb(3, 130, 15)']"
4559654.0,BORED,"['rgb(55, 67, 79)']"
4559654.0,AFRAID,"['rgb(255, 251, 41)']"
4559654.0,SURPRISED,"['rgb(255, 184, 253)']"
4559654.0,STRESSED,"['rgb(196, 71, 18)']"
4559654.0,TIRED,"['rgb(123, 149, 209)']"
4559654.0,CURIOUS,"['rgb(162, 255, 156)']"
4559654.0,SLEEPY,"['rgb(161, 178, 255)']"
4559654.0,SERENE,"['rgb(0, 247, 255)']"
4559654.0,ALARMED,"['rgb(255, 200, 33)']"
4559654.0,GUILTY,"['rgb(96, 171, 111)']"
4559654.0,GENEROUS,"['rgb(179, 4, 132)']"
4559654.0,ASTONISHED,"['rgb(255, 179, 28)']"
4559654.0,SAD,"['rgb(56, 99, 255)']"
4559654.0,CALM,"['rgb(204, 247, 255)']"
4559654.0,INTERESTED,"['rgb(233, 207, 255)']"
4559654.0,SHY,"['rgb(250, 255, 204)']"
4559654.0,HAPPY,"['rgb(235, 10, 255)']"
4559654.0,EMPATHETIC,"['rgb(255, 156, 253)']"
4558373.0,EXCITED,"['rgb(4, 0, 255)']"
4558373.0,UNCERTAIN,"['rgb(255, 255, 255)']"
4558373.0,SATISFIED,"['rgb(151, 41, 255)']"
4558373.0,PITY,"['rgb(255, 255, 255)']"
4558373.0,ANGRY,"['rgb(255, 4, 0)']"
4558373.0,DEPRESSED,"['rgb(0, 0, 0)']"
4558373.0,DISGUSTED,"['rgb(130, 85, 36)']"
4558373.0,FRUSTRATED,"['rgb(0, 0, 0)']"
4558373.0,JEALOUS,"['rgb(253, 161, 255)']"
4558373.0,BORED,"['rgb(128, 128, 128)']"
4558373.0,AFRAID,"['rgb(255, 102, 97)']"
4558373.0,SURPRISED,"['rgb(67, 255, 54)']"
4558373.0,STRESSED,"['rgb(0, 0, 0)']"
4558373.0,TIRED,"['rgb(148, 148, 148)']"
4558373.0,CURIOUS,"['rgb(176, 255, 252)']"
4558373.0,SLEEPY,"['rgb(158, 158, 158)']"
4558373.0,SERENE,"['rgb(255, 138, 187)']"
4558373.0,ALARMED,"['rgb(255, 71, 71)']"
4558373.0,GUILTY,"['rgb(47, 255, 43)']"
4558373.0,GENEROUS,"['rgb(255, 226, 10)']"
4558373.0,ASTONISHED,"['rgb(255, 252, 92)']"
4558373.0,SAD,"['rgb(102, 145, 255)']"
4558373.0,CALM,"['rgb(54, 252, 255)']"
4558373.0,INTERESTED,"['rgb(255, 0, 212)']"
4558373.0,SHY,"['rgb(122, 185, 194)']"
4558373.0,HAPPY,"['rgb(251, 255, 0)']"
4558373.0,EMPATHETIC,"['rgb(189, 255, 220)']"
4558375.0,EXCITED,"['rgb(115, 255, 0)']"
4558375.0,UNCERTAIN,"['rgb(255, 209, 166)']"
4558375.0,SATISFIED,"['rgb(129, 255, 110)']"
4558375.0,PITY,"['rgb(145, 199, 163)']"
4558375.0,ANGRY,"['rgb(61, 15, 140)']"
4558375.0,DEPRESSED,"['rgb(115, 115, 115)']"
4558375.0,DISGUSTED,"['rgb(155, 179, 0)']"
4558375.0,FRUSTRATED,"['rgb(255, 57, 3)']"
4558375.0,JEALOUS,"['rgb(38, 171, 84)']"
4558375.0,BORED,"['rgb(217, 217, 217)']"
4558375.0,AFRAID,"['rgb(45, 23, 189)']"
4558375.0,SURPRISED,"['rgb(255, 136, 115)']"
4558375.0,STRESSED,"['rgb(191, 73, 27)']"
4558375.0,TIRED,"['rgb(141, 152, 184)']"
4558375.0,CURIOUS,"['rgb(255, 243, 82)']"
4558375.0,SLEEPY,"['rgb(225, 219, 255)']"
4558375.0,SERENE,"['rgb(56, 192, 255)']"
4558375.0,ALARMED,"['rgb(255, 128, 0)']"
4558375.0,GUILTY,"['rgb(207, 21, 172)']"
4558375.0,GENEROUS,"['rgb(215, 94, 255)']"
4558375.0,ASTONISHED,"['rgb(190, 255, 115)']"
4558375.0,SAD,"['rgb(32, 91, 186)']"
4558375.0,CALM,"['rgb(176, 202, 255)']"
4558375.0,INTERESTED,"['rgb(255, 253, 181)']"
4558375.0,SHY,"['rgb(191, 227, 255)']"
4558375.0,HAPPY,"['rgb(140, 192, 255)']"
4558375.0,EMPATHETIC,"['rgb(149, 135, 255)']"
4558376.0,EXCITED,"['rgb(244, 255, 28)']"
4558376.0,UNCERTAIN,"['rgb(199, 233, 255)']"
4558376.0,SATISFIED,"['rgb(255, 173, 102)']"
4558376.0,PITY,"['rgb(255, 38, 82)']"
4558376.0,ANGRY,"['rgb(255, 13, 0)']"
4558376.0,DEPRESSED,"['rgb(72, 0, 255)']"
4558376.0,DISGUSTED,"['rgb(104, 222, 0)']"
4558376.0,FRUSTRATED,"['rgb(255, 55, 0)']"
4558376.0,JEALOUS,"['rgb(255, 82, 223)']"
4558376.0,BORED,"['rgb(135, 124, 112)']"
4558376.0,AFRAID,"['rgb(155, 125, 255)']"
4558376.0,SURPRISED,"['rgb(255, 121, 54)']"
4558376.0,STRESSED,"['rgb(190, 171, 255)']"
4558376.0,TIRED,"['rgb(102, 105, 255)']"
4558376.0,CURIOUS,"['rgb(112, 253, 255)']"
4558376.0,SLEEPY,"['rgb(13, 0, 255)']"
4558376.0,SERENE,"['rgb(156, 248, 255)']"
4558376.0,ALARMED,"['rgb(255, 0, 4)']"
4558376.0,GUILTY,"['rgb(149, 255, 0)']"
4558376.0,GENEROUS,"['rgb(142, 237, 74)']"
4558376.0,ASTONISHED,"['rgb(165, 182, 242)']"
4558376.0,SAD,"['rgb(0, 76, 255)']"
4558376.0,CALM,"['rgb(149, 194, 219)']"
4558376.0,INTERESTED,"['rgb(176, 255, 208)']"
4558376.0,SHY,"['rgb(75, 69, 255)']"
4558376.0,HAPPY,"['rgb(255, 221, 0)']"
4558376.0,EMPATHETIC,"['rgb(203, 255, 82)']"
4549077.0,EXCITED,"['rgb(255, 211, 204)']"
4549077.0,UNCERTAIN,"['rgb(140, 253, 255)']"
4549077.0,SATISFIED,"['rgb(248, 255, 120)']"
4549077.0,PITY,"['rgb(174, 0, 255)']"
4549077.0,ANGRY,"['rgb(194, 10, 0)']"
4549077.0,DEPRESSED,"['rgb(0, 3, 150)']"
4549077.0,DISGUSTED,"['rgb(255, 0, 8)']"
4549077.0,FRUSTRATED,"['rgb(255, 51, 0)']"
4549077.0,JEALOUS,"['rgb(255, 162, 0)']"
4549077.0,BORED,"['rgb(0, 170, 255)']"
4549077.0,AFRAID,"['rgb(0, 60, 125)']"
4549077.0,SURPRISED,"['rgb(255, 255, 255)']"
4549077.0,STRESSED,"['rgb(163, 8, 0)']"
4549077.0,TIRED,"['rgb(0, 76, 255)']"
4549077.0,CURIOUS,"['rgb(255, 0, 128)']"
4549077.0,SLEEPY,"['rgb(64, 0, 255)']"
4549077.0,SERENE,"['rgb(255, 255, 255)']"
4549077.0,ALARMED,"['rgb(255, 0, 38)']"
4549077.0,GUILTY,"['rgb(0, 60, 255)']"
4549077.0,GENEROUS,"['rgb(255, 166, 0)']"
4549077.0,ASTONISHED,"['rgb(170, 255, 0)']"
4549077.0,SAD,"['rgb(255, 0, 30)']"
4549077.0,CALM,"['rgb(71, 255, 218)']"
4549077.0,INTERESTED,"['rgb(255, 153, 189)']"
4549077.0,SHY,"['rgb(128, 255, 0)']"
4549077.0,HAPPY,"['rgb(238, 255, 0)']"
4549077.0,EMPATHETIC,"['rgb(184, 255, 253)']"
4549253.0,EXCITED,"['rgb(255, 38, 110)']"
4549253.0,UNCERTAIN,"['rgb(255, 223, 179)']"
4549253.0,SATISFIED,"['rgb(0, 196, 154)']"
4549253.0,PITY,"['rgb(185, 181, 255)']"
4549253.0,ANGRY,"['rgb(161, 13, 0)']"
4549253.0,DEPRESSED,"['rgb(222, 255, 241)']"
4549253.0,DISGUSTED,"['rgb(60, 84, 31)']"
4549253.0,FRUSTRATED,"['rgb(255, 72, 0)']"
4549253.0,JEALOUS,"['rgb(0, 66, 7)']"
4549253.0,BORED,"['rgb(168, 168, 135)']"
4549253.0,AFRAID,"['rgb(255, 51, 0)']"
4549253.0,SURPRISED,"['rgb(255, 0, 128)']"
4549253.0,STRESSED,"['rgb(178, 196, 141)']"
4549253.0,TIRED,"['rgb(205, 255, 135)']"
4549253.0,CURIOUS,"['rgb(109, 0, 145)']"
4549253.0,SLEEPY,"['rgb(177, 156, 255)']"
4549253.0,SERENE,"['rgb(135, 232, 185)']"
4549253.0,ALARMED,"['rgb(212, 11, 0)']"
4549253.0,GUILTY,"['rgb(182, 255, 71)']"
4549253.0,GENEROUS,"['rgb(255, 252, 48)']"
4549253.0,ASTONISHED,"['rgb(255, 73, 56)']"
4549253.0,SAD,"['rgb(110, 127, 255)']"
4549253.0,CALM,"['rgb(184, 244, 255)']"
4549253.0,INTERESTED,"['rgb(135, 97, 201)']"
4549253.0,SHY,"['rgb(161, 173, 230)']"
4549253.0,HAPPY,"['rgb(255, 92, 244)']"
4549253.0,EMPATHETIC,"['rgb(202, 255, 105)']"
4549265.0,EXCITED,"['rgb(252, 255, 79)']"
4549265.0,UNCERTAIN,"['rgb(255, 147, 38)']"
4549265.0,SATISFIED,"['rgb(38, 255, 0)']"
4549265.0,PITY,"['rgb(255, 222, 255)']"
4549265.0,ANGRY,"['rgb(255, 4, 0)']"
4549265.0,DEPRESSED,"['rgb(0, 0, 0)']"
4549265.0,DISGUSTED,"['rgb(5, 156, 0)']"
4549265.0,FRUSTRATED,"['rgb(255, 0, 0)']"
4549265.0,JEALOUS,"['rgb(94, 255, 0)']"
4549265.0,BORED,"['rgb(23, 23, 23)']"
4549265.0,AFRAID,"['rgb(255, 70, 54)']"
4549265.0,SURPRISED,"['rgb(255, 112, 107)']"
4549265.0,STRESSED,"['rgb(255, 0, 21)']"
4549265.0,TIRED,"['rgb(255, 176, 97)']"
4549265.0,CURIOUS,"['rgb(122, 115, 255)']"
4549265.0,SLEEPY,"['rgb(62, 59, 255)']"
4549265.0,SERENE,"['rgb(197, 171, 255)']"
4549265.0,ALARMED,"['rgb(255, 4, 0)']"
4549265.0,GUILTY,"['rgb(151, 255, 107)']"
4549265.0,GENEROUS,"['rgb(255, 252, 105)']"
4549265.0,ASTONISHED,"['rgb(255, 77, 252)']"
4549265.0,SAD,"['rgb(46, 49, 255)']"
4549265.0,CALM,"['rgb(248, 143, 255)']"
4549265.0,INTERESTED,"['rgb(244, 148, 255)']"
4549265.0,SHY,"['rgb(148, 155, 255)']"
4549265.0,HAPPY,"['rgb(255, 221, 0)']"
4549265.0,EMPATHETIC,"['rgb(252, 79, 255)']"
4549294.0,EXCITED,"['rgb(0, 255, 191)']"
4549294.0,UNCERTAIN,"['rgb(255, 185, 120)']"
4549294.0,SATISFIED,"['rgb(255, 225, 0)']"
4549294.0,PITY,"['rgb(161, 194, 255)']"
4549294.0,ANGRY,"['rgb(125, 0, 2)']"
4549294.0,DEPRESSED,"['rgb(138, 138, 138)']"
4549294.0,DISGUSTED,"['rgb(162, 0, 255)']"
4549294.0,FRUSTRATED,"['rgb(143, 80, 79)']"
4549294.0,JEALOUS,"['rgb(31, 77, 33)']"
4549294.0,BORED,"['rgb(186, 186, 186)']"
4549294.0,AFRAID,"['rgb(36, 36, 36)']"
4549294.0,SURPRISED,"['rgb(255, 251, 0)']"
4549294.0,STRESSED,"['rgb(255, 8, 0)']"
4549294.0,TIRED,"['rgb(4, 0, 110)']"
4549294.0,CURIOUS,"['rgb(255, 168, 222)']"
4549294.0,SLEEPY,"['rgb(255, 235, 242)']"
4549294.0,SERENE,"['rgb(60, 150, 62)']"
4549294.0,ALARMED,"['rgb(224, 91, 25)']"
4549294.0,GUILTY,"['rgb(0, 136, 255)']"
4549294.0,GENEROUS,"['rgb(128, 255, 215)']"
4549294.0,ASTONISHED,"['rgb(175, 214, 240)']"
4549294.0,SAD,"['rgb(114, 141, 163)']"
4549294.0,CALM,"['rgb(193, 255, 191)']"
4549294.0,INTERESTED,"['rgb(161, 43, 77)']"
4549294.0,SHY,"['rgb(240, 219, 255)']"
4549294.0,HAPPY,"['rgb(255, 79, 179)']"
4549294.0,EMPATHETIC,"['rgb(128, 162, 255)']"
4549319.0,EXCITED,"['rgb(255, 251, 0)']"
4549319.0,UNCERTAIN,"['rgb(255, 255, 255)']"
4549319.0,SATISFIED,"['rgb(192, 209, 240)']"
4549319.0,PITY,"['rgb(119, 125, 81)']"
4549319.0,ANGRY,"['rgb(255, 0, 8)']"
4549319.0,DEPRESSED,"['rgb(133, 133, 133)']"
4549319.0,DISGUSTED,"['rgb(121, 156, 58)']"
4549319.0,FRUSTRATED,"['rgb(74, 35, 0)']"
4549319.0,JEALOUS,"['rgb(0, 184, 12)']"
4549319.0,BORED,"['rgb(204, 204, 204)']"
4549319.0,AFRAID,"['rgb(255, 0, 8)']"
4549319.0,SURPRISED,"['rgb(255, 0, 149)']"
4549319.0,STRESSED,"['rgb(79, 7, 0)']"
4549319.0,TIRED,"['rgb(110, 77, 54)']"
4549319.0,CURIOUS,"['rgb(255, 196, 239)']"
4549319.0,SLEEPY,"['rgb(87, 54, 38)']"
4549319.0,SERENE,"['rgb(219, 255, 248)']"
4549319.0,ALARMED,"['rgb(255, 0, 8)']"
4549319.0,GUILTY,"['rgb(0, 3, 59)']"
4549319.0,GENEROUS,"['rgb(166, 0, 255)']"
4549319.0,ASTONISHED,"['rgb(255, 136, 0)']"
4549319.0,SAD,"['rgb(109, 148, 148)']"
4549319.0,CALM,"['rgb(207, 253, 255)']"
4549319.0,INTERESTED,"['rgb(255, 94, 148)']"
4549319.0,SHY,"['rgb(255, 230, 214)']"
4549319.0,HAPPY,"['rgb(255, 255, 0)']"
4549319.0,EMPATHETIC,"['rgb(191, 242, 238)']"
4549326.0,EXCITED,"['rgb(234, 255, 0)']"
4549326.0,UNCERTAIN,"['rgb(255, 70, 46)']"
4549326.0,SATISFIED,"['rgb(124, 110, 196)']"
4549326.0,PITY,"['rgb(105, 128, 116)']"
4549326.0,ANGRY,"['rgb(255, 14, 10)']"
4549326.0,DEPRESSED,"['rgb(132, 181, 87)']"
4549326.0,DISGUSTED,"['rgb(42, 84, 0)']"
4549326.0,FRUSTRATED,"['rgb(51, 58, 135)']"
4549326.0,JEALOUS,"['rgb(133, 2, 0)']"
4549326.0,BORED,"['rgb(61, 61, 61)']"
4549326.0,AFRAID,"['rgb(42, 31, 255)']"
4549326.0,SURPRISED,"['rgb(255, 136, 0)']"
4549326.0,STRESSED,"['rgb(255, 89, 0)']"
4549326.0,TIRED,"['rgb(168, 130, 255)']"
4549326.0,CURIOUS,"['rgb(255, 143, 176)']"
4549326.0,SLEEPY,"['rgb(157, 0, 255)']"
4549326.0,SERENE,"['rgb(144, 195, 212)']"
4549326.0,ALARMED,"['rgb(255, 3, 3)']"
4549326.0,GUILTY,"['rgb(17, 54, 28)']"
4549326.0,GENEROUS,"['rgb(255, 230, 0)']"
4549326.0,ASTONISHED,"['rgb(255, 237, 133)']"
4549326.0,SAD,"['rgb(24, 94, 148)']"
4549326.0,CALM,"['rgb(161, 255, 246)']"
4549326.0,INTERESTED,"['rgb(255, 31, 173)']"
4549326.0,SHY,"['rgb(214, 151, 247)']"
4549326.0,HAPPY,"['rgb(255, 59, 121)']"
4549326.0,EMPATHETIC,"['rgb(212, 114, 158)']"
4549404.0,EXCITED,"['rgb(255, 251, 38)']"
4549404.0,UNCERTAIN,"['rgb(168, 42, 44)']"
4549404.0,SATISFIED,"['rgb(255, 128, 244)']"
4549404.0,PITY,"['rgb(115, 115, 255)']"
4549404.0,ANGRY,"['rgb(242, 20, 0)']"
4549404.0,DEPRESSED,"['rgb(0, 0, 0)']"
4549404.0,DISGUSTED,"['rgb(0, 214, 50)']"
4549404.0,FRUSTRATED,"['rgb(21, 179, 0)']"
4549404.0,JEALOUS,"['rgb(0, 255, 0)']"
4549404.0,BORED,"['rgb(0, 37, 102)']"
4549404.0,AFRAID,"['rgb(145, 0, 2)']"
4549404.0,SURPRISED,"['rgb(255, 248, 38)']"
4549404.0,STRESSED,"['rgb(247, 132, 0)']"
4549404.0,TIRED,"['rgb(68, 103, 219)']"
4549404.0,CURIOUS,"['rgb(206, 115, 255)']"
4549404.0,SLEEPY,"['rgb(41, 121, 207)']"
4549404.0,SERENE,"['rgb(209, 244, 255)']"
4549404.0,ALARMED,"['rgb(255, 0, 0)']"
4549404.0,GUILTY,"['rgb(0, 171, 6)']"
4549404.0,GENEROUS,"['rgb(164, 255, 161)']"
4549404.0,ASTONISHED,"['rgb(255, 238, 84)']"
4549404.0,SAD,"['rgb(4, 0, 110)']"
4549404.0,CALM,"['rgb(217, 248, 255)']"
4549404.0,INTERESTED,"['rgb(255, 252, 51)']"
4549404.0,SHY,"['rgb(0, 145, 255)']"
4549404.0,HAPPY,"['rgb(253, 255, 110)']"
4549404.0,EMPATHETIC,"['rgb(166, 255, 255)']"
4549410.0,EXCITED,"['rgb(255, 246, 74)']"
4549410.0,UNCERTAIN,"['rgb(198, 186, 255)']"
4549410.0,SATISFIED,"['rgb(255, 186, 184)']"
